Date,Time,SO2,NO,NO2,NOX,CO,O3,PM25,PM10,Temperature,RH,Solar Rad,BP,Rain,Year,Month,Day,Week_Day
2016-10-16,1,1.49,22.58,17.32,39.9,2.2,1.14,56.16,97.89,27.17,80.49,8.38,1008.68,,2016,10,16,Sunday
2016-10-16,2,1.77,8.81,13.99,22.8,2.21,1.13,60.85,105.78,26.88,82.5,8.13,1008.36,,2016,10,16,Sunday
2016-10-16,3,1.68,0.3,10.02,10.32,2.21,1.21,56.25,88.5,26.58,83.84,8.18,1008.24,,2016,10,16,Sunday
2016-10-16,4,1.81,,5.52,2.35,2.21,1.24,62.65,85.06,26.28,85.42,8.13,1008.26,,2016,10,16,Sunday
2016-10-16,5,1.45,,8.25,5.25,2.21,1.24,51.4,75.21,26,86.59,8.28,1008.34,,2016,10,16,Sunday
2016-10-16,6,1.39,,6.48,3.65,2.2,1.18,63.1,69.17,25.78,87.38,8.75,1008.8,,2016,10,16,Sunday
2016-10-16,7,1.77,12.77,8.08,20.84,2.21,1.09,66.46,83.58,26.05,87.27,52.56,1009.5,,2016,10,16,Sunday
2016-10-16,8,2.38,21.77,20.06,41.83,2.2,1.21,80.26,110.45,28.39,75.73,293.95,1009.94,0.02,2016,10,16,Sunday
2016-10-16,9,3.17,3.3,21.04,24.34,2.21,3.54,57.58,95.46,29.61,66.71,529.56,1010.28,,2016,10,16,Sunday
2016-10-16,10,2.98,,15.37,13.28,2.21,5.59,42.68,78.4,30.95,63.01,724.87,1010.6,,2016,10,16,Sunday
2016-10-16,11,0.78,,12.33,8.06,2.22,8.77,32.85,59.39,32.25,57.72,879.92,1010.29,,2016,10,16,Sunday
2016-10-16,12,2.64,,7.23,1.43,2.22,13.87,27.12,53.48,33.4,52.1,935.11,1009.59,,2016,10,16,Sunday
2016-10-16,13,0.78,,5.35,0.21,2.21,15.94,28.71,58.29,34.04,47.13,902.71,1008.64,,2016,10,16,Sunday
2016-10-16,14,1.54,,11.55,5.69,2.21,11.07,32.29,62.2,34.46,41.42,790.69,1007.7,0.02,2016,10,16,Sunday
2016-10-16,15,2.56,,15.06,9.35,2.19,10.14,24.69,67.71,34.45,43.13,620.17,1006.84,0.02,2016,10,16,Sunday
2016-10-16,16,4.59,,7.92,2.2,2.21,14.81,57.87,97.53,33.91,44.47,386.61,1006.35,,2016,10,16,Sunday
2016-10-16,17,1.97,,9.25,4.47,2.19,12.11,21,51.73,33.16,44.05,161.69,1006.24,0.02,2016,10,16,Sunday
2016-10-16,18,3.7,,8.8,2.88,1.96,7.05,22.41,62.18,31.21,52.96,18.23,1006.3,,2016,10,16,Sunday
2016-10-16,19,0.75,,16.93,11.43,1.85,5.09,34.48,79.13,30.05,61.97,8.27,1006.74,,2016,10,16,Sunday
2016-10-16,20,1.62,,17.79,13.26,1.77,3.78,45.06,93.96,29.52,61.04,8.24,1007.49,,2016,10,16,Sunday
2016-10-16,21,0.67,,21.85,20.05,1.79,2.53,37.21,78.23,28.95,59.85,8.2,1007.9,,2016,10,16,Sunday
2016-10-16,22,5.22,,20.17,18.09,1.8,2.94,32.12,80.37,28.3,62.94,8.28,1008.07,,2016,10,16,Sunday
2016-10-16,23,3.6,,17.06,14.57,1.79,3.11,33.73,73.14,27.84,68.94,8.17,1008.15,,2016,10,16,Sunday
2016-10-16,0,1.58,,14.72,11.69,1.77,2.29,39.37,74.93,27.45,73.57,8.29,1008.16,,2016,10,16,Sunday
2016-10-17,1,1.25,,11.16,6.66,1.82,2.16,42.24,72.94,27,77.73,8.28,1007.92,,2016,10,17,Monday
2016-10-17,2,1.34,,8.4,3.69,1.78,2,45.35,61.45,26.68,81.02,8.29,1007.41,,2016,10,17,Monday
2016-10-17,3,2.1,,8,3.27,1.73,1.75,55.88,80.77,26.44,83.12,8.4,1007.2,,2016,10,17,Monday
2016-10-17,4,2.05,,7.45,3.28,1.77,1.47,54.4,77.62,26.17,84.28,8.33,1007.02,,2016,10,17,Monday
2016-10-17,5,1.29,,9.42,7.78,1.79,1.02,51.34,73.28,25.97,85.42,8.34,1006.98,,2016,10,17,Monday
2016-10-17,6,2.01,3.49,8.97,12.46,1.84,0.99,61.49,77.35,25.81,86.15,9.51,1007.38,,2016,10,17,Monday
2016-10-17,7,2.11,5.92,8.39,14.31,1.94,1.27,65.12,82.55,26.29,85.43,66.38,1008.07,,2016,10,17,Monday
2016-10-17,8,1.78,2.35,9.92,12.27,1.92,2.33,66,90.71,28.53,77.24,310.31,1008.52,,2016,10,17,Monday
2016-10-17,9,2.71,3.48,16.88,20.36,2,3.38,66.38,87.84,29.85,71.23,533.58,1008.89,,2016,10,17,Monday
2016-10-17,10,1.69,,12.8,10.14,1.81,6.95,65.84,95.88,31.36,65.02,727.25,1008.91,,2016,10,17,Monday
2016-10-17,11,1.03,,14.91,11.91,1.76,,44.29,81.11,32.35,59.61,854.2,1008.29,0.02,2016,10,17,Monday
2016-10-17,12,2.89,,11.01,6.94,1.7,,45.63,82.27,33.24,55.71,922.67,1007.21,,2016,10,17,Monday
2016-10-17,13,3.58,,13.42,9.54,1.72,14.7,36,73.35,34.06,52.42,890.3,1006.13,0.02,2016,10,17,Monday
2016-10-17,14,6.67,,13.63,12.83,1.7,14.04,,78,34.57,50.26,720.86,1005.09,0.04,2016,10,17,Monday
2016-10-17,15,1.97,,20.07,17.98,1.68,12.03,,,34.41,51.37,518.76,1004.11,,2016,10,17,Monday
2016-10-17,16,0.87,2.91,22.08,24.99,1.69,10.08,27,,34.12,52.71,334.49,1003.79,0.02,2016,10,17,Monday
2016-10-17,17,15.22,4.63,38.05,42.68,1.8,5.91,27.23,,33.34,55.45,132.38,1003.97,0.02,2016,10,17,Monday
2016-10-17,18,7.11,,25.07,23.31,1.82,6.59,30.08,,31.81,61.41,16,1004.31,0.02,2016,10,17,Monday
2016-10-17,19,,15.08,32.07,47.15,2,2.39,40.37,,30.75,66.21,8.34,1004.97,0.02,2016,10,17,Monday
2016-10-17,20,0.76,45.95,32.12,78.08,2.33,0.91,65.02,,30,68.7,8.31,1005.83,,2016,10,17,Monday
2016-10-17,21,6.47,54.48,29.78,84.26,2.25,0.76,99.37,,29.55,70.9,8.31,1006.57,,2016,10,17,Monday
2016-10-17,22,7.48,29.48,24.68,54.16,2.17,0.94,77.85,,29.17,73.98,8.27,1006.91,,2016,10,17,Monday
2016-10-17,23,8.43,7.66,19.22,26.87,2.07,1.29,62.48,,28.95,76.53,8.25,1007.14,,2016,10,17,Monday
2016-10-17,0,7.19,19.04,20.38,39.41,2.03,1.3,66,,28.7,79.13,8.32,1007.11,,2016,10,17,Monday
2016-10-18,1,5.87,,13.61,11.59,1.84,2.24,64.37,,28.35,81.21,8.24,1007.14,,2016,10,18,Tuesday
2016-10-18,2,6.72,,7.49,2.72,1.78,2.39,50.88,,27.96,82.96,8.26,1007.06,,2016,10,18,Tuesday
2016-10-18,3,6.79,,5.72,1.17,1.78,1.9,50,,27.64,84.73,8.41,1006.95,,2016,10,18,Tuesday
2016-10-18,4,7.05,2.36,8.41,10.78,1.87,0.98,49.64,,27.5,85.93,8.41,1006.69,,2016,10,18,Tuesday
2016-10-18,5,7.56,27.97,11.45,39.42,1.99,1.04,48.08,,27.48,86.7,8.21,1006.81,,2016,10,18,Tuesday
2016-10-18,6,7.95,44.48,10.85,55.33,2.13,1.17,56.24,,27.56,87.09,9.43,1007.05,,2016,10,18,Tuesday
2016-10-18,7,7.77,57.08,14.83,71.91,2.41,1.14,59.31,,27.94,86.48,61.7,1007.7,,2016,10,18,Tuesday
2016-10-18,8,8.33,43.06,17.56,60.4,2.42,1.8,70.55,111,29.13,82.46,213.39,1008.12,,2016,10,18,Tuesday
2016-10-18,9,12.52,62.07,29.86,91.93,2.75,1.66,83.61,,29.17,80.22,233.77,1008.39,0.03,2016,10,18,Tuesday
2016-10-18,10,24.66,55.87,49.88,105.76,2.69,1.86,96,,30.39,76.51,507.95,1008.34,0.03,2016,10,18,Tuesday
2016-10-18,11,10.9,19.83,35.29,54.61,2.25,2.36,,,32.48,64.34,589.17,1007.76,0.02,2016,10,18,Tuesday
2016-10-18,12,0.23,2.94,30.49,33.43,2.09,6.07,,,33.13,59.78,701.08,1006.57,0.02,2016,10,18,Tuesday
2016-10-18,13,7.86,,21.59,18.48,1.91,13.78,,138.93,33.76,58.16,628.85,1005.42,0.03,2016,10,18,Tuesday
2016-10-18,14,6.23,,15.05,10.52,1.75,17.41,,108.8,34.4,54.41,607.05,1004.29,,2016,10,18,Tuesday
2016-10-18,15,6.64,,6.07,2.05,1.7,18.96,,90.53,34.42,55.26,481.17,1003.49,,2016,10,18,Tuesday
2016-10-18,16,6.65,,5.49,1.37,1.68,17.92,,71.07,34.03,54.75,264.73,1003.04,,2016,10,18,Tuesday
2016-10-18,17,6.94,,14.72,9.05,1.81,12.68,,90.6,31.09,56.85,68.13,1003.59,0.03,2016,10,18,Tuesday
2016-10-18,18,5.18,24.33,37.09,61.42,2.22,4.28,,152.73,30.27,52.91,15.28,1003.8,,2016,10,18,Tuesday
2016-10-18,19,6.52,56.49,45.94,102.43,2.71,2.11,,136.27,30.05,59.91,8.39,1004.05,,2016,10,18,Tuesday
2016-10-18,20,6.9,42.34,40.81,83.16,2.9,2.29,,348.07,29.94,62.43,8.19,1005.01,,2016,10,18,Tuesday
2016-10-18,21,10.69,56.75,39.68,96.43,2.77,2.01,,319.27,29.54,65.79,8.29,1005.78,,2016,10,18,Tuesday
2016-10-18,22,12.04,120.7,40.45,161.16,2.95,1.96,,307.44,29.2,70.18,8.28,1006.15,,2016,10,18,Tuesday
2016-10-18,23,9.25,44.74,32.85,77.59,2.38,1.83,,484.4,28.84,70.61,8.15,1006.14,,2016,10,18,Tuesday
2016-10-18,0,7.31,10.66,23.9,34.56,2.17,1.91,,137.66,28.55,75.07,8.19,1006.13,,2016,10,18,Tuesday
2016-10-19,1,6.64,1.04,16.7,17.74,2.03,1.99,,106.87,28.21,78.68,8.14,1006.24,,2016,10,19,Wednesday
2016-10-19,2,7.2,,12.48,9.72,1.94,2.2,,89.74,27.93,80.58,8.31,1006.08,,2016,10,19,Wednesday
2016-10-19,3,7.17,,8.62,4.17,1.88,2.73,,72.71,27.69,82.18,8.29,1005.9,,2016,10,19,Wednesday
2016-10-19,4,6.93,,6.48,1.82,1.9,2.49,,68.87,27.37,84.64,8.35,1005.8,,2016,10,19,Wednesday
2016-10-19,5,7.01,,8.77,3.95,1.99,2.06,,81,27.09,86.71,8.32,1005.79,,2016,10,19,Wednesday
2016-10-19,6,7.53,5.76,7.42,13.18,2.09,1.83,,,26.88,87.99,9.25,1006.09,,2016,10,19,Wednesday
2016-10-19,7,7.5,57.46,12.56,70.02,2.65,1.9,,85.12,27.41,88.1,55.51,1006.68,,2016,10,19,Wednesday
2016-10-19,8,7.94,48,20.11,68.11,2.62,1.81,,139.53,30.08,80.46,279.92,1007.21,,2016,10,19,Wednesday
2016-10-19,9,7.89,24.88,26.74,51.61,2.41,1.97,,133.33,31.86,69.11,489.75,1007.51,,2016,10,19,Wednesday
2016-10-19,10,6.75,4.82,28.44,33.26,2.14,3.65,,137.16,32.15,66.32,545.37,1007.58,,2016,10,19,Wednesday
2016-10-19,11,3.98,,20.98,19.82,1.92,8.8,,126,33.03,57,760.2,1007.01,,2016,10,19,Wednesday
2016-10-19,12,6.91,,11.92,8.26,1.69,9.92,,,34.17,46.6,873.08,1005.94,,2016,10,19,Wednesday
2016-10-19,13,8.69,,18.1,12.4,1.84,14.57,,61.53,34.03,54.89,650.92,1004.93,0.02,2016,10,19,Wednesday
2016-10-19,14,10.92,,6.92,2.16,1.72,22.03,52.74,82.23,34.74,50.25,747.95,1004,,2016,10,19,Wednesday
2016-10-19,15,8.67,,4.44,1.36,1.65,18.4,,71.86,35.2,45.66,615.33,1003.14,,2016,10,19,Wednesday
2016-10-19,16,5.23,,0.88,,1.6,16.29,,69.09,35.19,44.36,376.85,1002.71,,2016,10,19,Wednesday
2016-10-19,17,5.46,,2.87,,1.68,14.47,,55.6,34.36,50.31,131.87,1002.72,,2016,10,19,Wednesday
2016-10-19,18,5.39,,6,0.34,1.84,11.48,,65.87,31.88,63.52,14.69,1003.02,,2016,10,19,Wednesday
2016-10-19,19,6.2,,13.48,7.05,2.01,5.3,,92.6,30.81,66.77,8.16,1003.61,,2016,10,19,Wednesday
2016-10-19,20,7.58,18.59,21.77,40.36,2.29,3.2,,105.7,30.22,68.22,8.05,1004.46,,2016,10,19,Wednesday
2016-10-19,21,5.07,14.97,29.01,43.97,2.17,2.29,,173.33,29.65,73.32,8.21,1005.05,,2016,10,19,Wednesday
2016-10-19,22,9.1,27.21,26.62,53.82,2.33,2.07,,109.87,29.16,76.49,8.14,1005.2,,2016,10,19,Wednesday
2016-10-19,23,10.97,71.75,24.61,96.35,2.51,1.87,,149,28.44,81.14,8.26,1005.26,,2016,10,19,Wednesday
2016-10-19,0,7.52,29.05,18.38,47.43,2.21,1.88,,321,28.07,82,8.23,1005.39,,2016,10,19,Wednesday
2016-10-20,1,6.38,0.61,18.94,19.56,1.96,2.13,,174.27,27.83,81.8,8.26,1005.27,,2016,10,20,Thursday
2016-10-20,2,6.73,,13.46,11.3,1.9,2.2,,80.28,27.61,82.03,8.14,1004.83,,2016,10,20,Thursday
2016-10-20,3,7.14,8.94,17.81,26.75,1.97,1.59,,83.44,27.32,81.91,8.03,1004.66,,2016,10,20,Thursday
2016-10-20,4,7.53,24.5,15.64,40.14,2.02,1.72,,75.53,26.8,83.7,8.19,1004.69,,2016,10,20,Thursday
2016-10-20,5,7.2,31.62,20.72,52.34,1.97,1.78,,68.87,26.64,81.1,8.23,1004.7,,2016,10,20,Thursday
2016-10-20,6,7.47,37.22,19.92,57.13,2.01,1.7,,69.27,26.42,78.15,9.1,1004.92,,2016,10,20,Thursday
2016-10-20,7,8.05,50.55,24.03,74.58,2.34,1.78,,100.73,27.1,75.86,59.16,1005.6,,2016,10,20,Thursday
2016-10-20,8,8.03,42.15,27.16,69.31,2.22,1.89,,96.73,29.69,65.74,341.6,1006.27,0.02,2016,10,20,Thursday
2016-10-20,9,7.75,8.07,20.97,29.04,1.87,3.93,,92.6,30.77,59.89,570.19,1006.62,0.02,2016,10,20,Thursday
2016-10-20,10,7.66,2.05,21.93,23.97,1.67,4.86,,86.27,31.79,54.18,754.12,1006.78,0.02,2016,10,20,Thursday
2016-10-20,11,7.37,1.13,25.45,26.57,1.72,5.43,,76.84,32.98,51.56,863.06,1006.25,,2016,10,20,Thursday
2016-10-20,12,6.42,,22.42,20.15,1.72,9.49,,88.42,33.64,49.33,893.54,1005.19,,2016,10,20,Thursday
2016-10-20,13,9.15,,24.13,20.28,1.75,11.68,,94.6,34.78,45.15,868.7,1004.12,0.02,2016,10,20,Thursday
2016-10-20,14,9.18,,23.03,17.56,1.64,15.41,52.14,101.2,35.29,39.05,808.92,1003.29,,2016,10,20,Thursday
2016-10-20,15,8.48,,28.51,24.39,1.53,14,,74.67,36.04,31.17,648.82,1002.64,,2016,10,20,Thursday
2016-10-20,16,6.9,0.47,40.85,41.32,1.68,14.66,,58,34.92,40.22,406.7,1002.53,,2016,10,20,Thursday
2016-10-20,17,4.96,,16.44,10.6,1.58,21.56,,71.6,33.35,47.17,168.78,1002.76,0.02,2016,10,20,Thursday
2016-10-20,18,5.14,,13.94,7,1.73,12.32,,67.59,31.52,53.56,16.6,1003.23,,2016,10,20,Thursday
2016-10-20,19,6.16,,21.72,16.29,1.92,5.97,,92.47,30.48,58.89,8.08,1003.8,,2016,10,20,Thursday
2016-10-20,20,6.2,0.17,27.76,27.93,2.28,3.4,,101,29.76,66.11,8.08,1004.37,,2016,10,20,Thursday
2016-10-20,21,6.4,53.13,34.22,87.35,2.39,1.98,,132.64,28.41,75.98,7.86,1005.05,,2016,10,20,Thursday
2016-10-20,22,7.22,28.74,24.3,53.04,2.12,2.04,,177.42,27.94,73.52,8.06,1005.39,,2016,10,20,Thursday
2016-10-20,23,9.44,14.45,20.8,35.25,2.05,1.79,,140.33,27.88,68.48,8.1,1005.52,,2016,10,20,Thursday
2016-10-20,0,12.43,44.82,26.17,70.99,2.2,1.75,,103.56,27.25,73.44,8.4,1005.65,,2016,10,20,Thursday
2016-10-21,1,9.01,79.39,36.04,115.43,2.3,1.95,,114.33,26.93,76.13,8.34,1005.38,,2016,10,21,Friday
2016-10-21,2,8.19,51.5,29.42,80.93,2.16,1.84,,156.67,26.7,77.69,8.23,1005.16,,2016,10,21,Friday
2016-10-21,3,7.94,52.13,28.55,80.68,2.16,1.85,,98.4,26.64,77.53,8.37,1005.04,,2016,10,21,Friday
2016-10-21,4,8.58,61.62,30.4,92.01,2.15,1.81,,88.93,26.5,78.72,8.36,1004.82,,2016,10,21,Friday
2016-10-21,5,8.14,66.41,31.31,97.72,2.21,1.83,,74.4,26.22,80.97,8.2,1005.02,,2016,10,21,Friday
2016-10-21,6,7.46,46.45,27.34,73.79,2.07,1.79,,79.3,25.97,82.62,9.13,1005.68,,2016,10,21,Friday
2016-10-21,7,8.01,55.19,26.28,81.48,2.19,1.86,,69.67,26.56,82.33,55.67,1006.56,,2016,10,21,Friday
2016-10-21,8,8.17,63.45,31.99,95.44,2.37,1.7,,93.53,28.67,74.97,292.17,1007.31,,2016,10,21,Friday
2016-10-21,9,7.69,10.67,24.27,34.94,1.99,3.74,,99.57,30.24,66.07,524.31,1007.71,0.02,2016,10,21,Friday
2016-10-21,10,7.57,,20.16,18.38,1.77,6.9,,79.47,31.57,57.1,711.2,1007.78,,2016,10,21,Friday
2016-10-21,11,8.54,,12.97,9,1.64,11.29,,73.08,32.9,44.23,835.08,1007.24,,2016,10,21,Friday
2016-10-21,12,4.96,,4.02,0.27,1.52,18.42,,84.47,34,34.31,909.51,1006.4,,2016,10,21,Friday
2016-10-21,13,7.15,,2.94,0.13,1.57,23.39,,64.2,34.45,34.28,884.41,1005.55,0.02,2016,10,21,Friday
2016-10-21,14,7.21,,1.59,0.1,1.47,24.95,,65.8,35.22,30.61,804.62,1004.61,,2016,10,21,Friday
2016-10-21,15,8.18,,1.29,,1.47,21.86,,48.33,35.99,26.16,644.78,1003.98,,2016,10,21,Friday
2016-10-21,16,8.68,,2.57,0.24,1.49,18.68,,39.07,35.28,26.12,379.02,1003.79,,2016,10,21,Friday
2016-10-21,17,8.17,,12,5.21,1.58,15.65,,42.33,33.87,34.84,129.55,1004.04,,2016,10,21,Friday
2016-10-21,18,7.42,,29.99,23.54,1.82,7.24,,78.8,31.21,49.84,13.97,1004.36,,2016,10,21,Friday
2016-10-21,19,7.02,,22.92,16.34,1.86,9.03,,130.87,30.15,56.75,8.12,1004.95,,2016,10,21,Friday
2016-10-21,20,8.31,,17.37,10.49,1.9,9.65,,115.33,29.42,62.86,8.07,1005.92,,2016,10,21,Friday
2016-10-21,21,7.36,,22.08,15.13,1.98,6.28,,120.07,28.85,67.56,8.14,1006.53,,2016,10,21,Friday
2016-10-21,22,7.59,,26.74,21.03,2.1,4.57,,121.73,28.47,69.28,8.33,1006.86,,2016,10,21,Friday
2016-10-21,23,10.55,,30.1,27.1,2.08,3.94,,131.87,28.09,67.57,8.06,1006.88,,2016,10,21,Friday
2016-10-21,0,9,17.42,38.99,56.41,2.26,1.95,,131.2,27.84,68.93,8.13,1006.57,,2016,10,21,Friday
2016-10-22,1,7.5,27.55,44.88,72.42,2.26,1.96,,146.78,27.58,70.4,7.83,1006.4,,2016,10,22,Saturday
2016-10-22,2,7.78,41.98,45.04,87.02,2.31,1.63,,125.28,27.22,72.13,8.15,1006.34,,2016,10,22,Saturday
2016-10-22,3,8.02,39.44,41.26,80.7,2.26,1.74,,117.37,26.75,74.93,8.21,1006.37,,2016,10,22,Saturday
2016-10-22,4,7.83,19.32,35.07,54.4,2.11,1.83,,107.87,26.6,74.82,8.21,1006.58,,2016,10,22,Saturday
2016-10-22,5,7.62,3.8,25.42,29.22,2.09,1.87,,92,26.18,76.39,8.1,1006.87,,2016,10,22,Saturday
2016-10-22,6,7.54,,21.25,17.85,1.92,2.8,,91.13,25.84,73.16,9,1007.58,,2016,10,22,Saturday
2016-10-22,7,7.79,3.02,26.27,29.29,2.17,2.46,,80.05,26.52,70.44,53.17,1007.99,,2016,10,22,Saturday
2016-10-22,8,9.1,55.27,37.83,93.1,2.68,2.11,,100.47,29.2,64.66,242.63,1008.69,,2016,10,22,Saturday
2016-10-22,9,7.84,8.5,31.54,40.03,2.12,4.64,,186.73,30.65,58.89,444.74,1009.06,,2016,10,22,Saturday
2016-10-22,10,8.1,1.44,27.88,29.32,1.91,7.24,,125.81,31.28,55.8,615.42,1009.14,,2016,10,22,Saturday
2016-10-22,11,9.49,,21.05,17.9,1.73,13.85,,109.33,32.03,47.61,739.09,1008.53,,2016,10,22,Saturday
2016-10-22,12,8.86,,7.42,2.44,1.61,26.22,,100.33,32.69,37.85,806.29,1007.68,0.02,2016,10,22,Saturday
2016-10-22,13,11.6,,16.36,10.86,1.67,23.37,,91.8,33.29,39.43,767.82,1006.67,,2016,10,22,Saturday
2016-10-22,14,7.24,,12.37,6.5,1.65,26.56,,102.93,33.28,40.84,678.62,1005.98,,2016,10,22,Saturday
2016-10-22,15,7.81,,9.3,2.34,1.66,26.96,,101.4,33.48,40.87,510.46,1005.16,,2016,10,22,Saturday
2016-10-22,16,7.76,,5.9,0.54,1.65,28.99,,92.73,33.04,41.08,294.56,1004.85,,2016,10,22,Saturday
2016-10-22,17,7.73,,10.45,3.19,1.69,25.31,,89.93,31.81,47.3,123.78,1004.88,,2016,10,22,Saturday
2016-10-22,18,7.79,,13.21,6.04,1.8,18.52,,105.53,30.12,56.1,16.05,1005.08,,2016,10,22,Saturday
2016-10-22,19,6.89,,26.07,19.97,1.93,8.32,,141,29.23,61.34,8.09,1005.53,,2016,10,22,Saturday
2016-10-22,20,8.08,0.64,32.92,33.56,2.14,3.21,,,28.59,66.26,7.88,1006.29,,2016,10,22,Saturday
2016-10-22,21,10.08,46.25,44.27,90.52,2.67,1.99,,157.02,28.08,68.91,8.17,1006.97,,2016,10,22,Saturday
2016-10-22,22,9.59,65.92,46.72,112.64,2.8,1.95,,183.53,27.8,69.54,8.07,1007.11,,2016,10,22,Saturday
2016-10-22,23,10.14,89.48,50.19,139.67,2.93,1.88,,176.56,27.34,71.12,8.04,1007.18,,2016,10,22,Saturday
2016-10-22,0,10.07,67.07,44.06,111.13,2.54,1.41,,168.5,27.2,71.78,8.02,1007.05,,2016,10,22,Saturday
2016-10-23,1,8.62,14.75,33.62,48.37,1.91,1.78,,124.27,27.05,70.21,8.24,1006.86,,2016,10,23,Sunday
2016-10-23,2,8.21,5.45,32.82,38.26,1.9,1.74,,72.2,26.73,70.41,7.93,1006.59,,2016,10,23,Sunday
2016-10-23,3,7.89,10.96,30.57,41.54,2.04,1.6,,75.87,26.42,71.93,7.96,1006.07,,2016,10,23,Sunday
2016-10-23,4,8.54,16.96,29.53,46.49,2.02,1.73,,87.87,25.87,73.54,7.96,1005.88,,2016,10,23,Sunday
2016-10-23,5,9.08,79.74,31.28,111.02,2.35,1.55,,88.13,25.24,81.1,8.21,1006.12,,2016,10,23,Sunday
2016-10-23,6,9.02,112.02,31.48,143.5,2.53,1.46,,118.6,24.9,84.44,8.89,1006.73,,2016,10,23,Sunday
2016-10-23,7,8.59,94.8,29.51,124.31,2.6,1.41,,126.47,25,85.16,52.93,1007.51,,2016,10,23,Sunday
2016-10-23,8,8.57,72.2,33.58,105.78,2.49,1.59,,119.13,27.54,74.73,284.78,1008,,2016,10,23,Sunday
2016-10-23,9,8.45,21.54,32.93,54.47,2.29,2.57,,120.25,29.3,64.65,511.39,1008.46,,2016,10,23,Sunday
2016-10-23,10,6.87,6.65,32.69,39.33,2.17,5.27,,108.73,30.37,59.81,687.01,1008.53,,2016,10,23,Sunday
2016-10-23,11,5.68,,16.13,11.85,1.79,14.3,31,89.64,31.25,52.73,814.62,1008.06,0.03,2016,10,23,Sunday
2016-10-23,12,7.72,,6.05,0.82,1.65,22.96,,71,31.97,48.01,791.05,1007.1,,2016,10,23,Sunday
2016-10-23,13,7.18,,5.63,0.19,1.62,26.66,,,32.43,43.6,775.05,1005.95,0.02,2016,10,23,Sunday
2016-10-23,14,6.63,,3.96,,1.58,28.19,,70.73,32.94,42.01,715.16,1005.06,,2016,10,23,Sunday
2016-10-23,15,6.2,,4.34,,1.58,26.99,,67.06,33.02,41.98,550.77,1004.34,,2016,10,23,Sunday
2016-10-23,16,7.58,,6,0.65,1.56,22.63,,67.87,32.67,40.36,327.2,1004.08,,2016,10,23,Sunday
2016-10-23,17,7.52,,8.64,2.24,1.59,18.28,,67,31.98,40.09,126.91,1004.13,,2016,10,23,Sunday
2016-10-23,18,6.84,,12.12,4.8,1.71,13.81,,81,29.89,50.28,14.67,1004.23,,2016,10,23,Sunday
2016-10-23,19,7.85,,22.4,16.82,1.87,6.59,,105.71,28.84,56.28,8.24,1004.64,,2016,10,23,Sunday
2016-10-23,20,8.52,,27.5,22.39,2.12,4.13,,109.95,28.01,64.76,8.05,1005.43,,2016,10,23,Sunday
2016-10-23,21,10.02,,26.03,24.55,2.04,3.23,,124.82,27.42,69.37,8.1,1005.94,,2016,10,23,Sunday
2016-10-23,22,10.57,19.66,37,56.67,2.31,1.78,,123.02,27.14,68.58,8.03,1005.79,,2016,10,23,Sunday
2016-10-23,23,9.72,32.7,43.06,75.76,2.3,1.59,,128.93,26.96,65.59,8.05,1005.79,,2016,10,23,Sunday
2016-10-23,0,8.53,17.71,36.31,54.02,2.12,1.84,,134.93,26.2,70.8,7.88,1005.71,,2016,10,23,Sunday
2016-10-24,1,7.69,,24.1,21.67,1.91,3.15,,93.47,25.8,74.68,8.17,1005.41,,2016,10,24,Monday
2016-10-24,2,8.08,,17.13,12.44,1.86,3.85,,76.21,25.36,78.1,8.19,1004.89,,2016,10,24,Monday
2016-10-24,3,7.65,,16.49,12.5,1.88,2.28,,87.86,24.89,81.45,8.21,1004.74,,2016,10,24,Monday
2016-10-24,4,7.16,,16.93,15.22,1.87,2,,98.87,24.54,83.14,8.14,1004.71,,2016,10,24,Monday
2016-10-24,5,7.59,,11.59,6.42,1.86,4.22,,99.99,24.24,83.3,8.22,1004.72,,2016,10,24,Monday
2016-10-24,6,7.74,,10.75,5.33,1.85,3.72,,86.16,23.96,84.02,8.63,1005.14,,2016,10,24,Monday
2016-10-24,7,7.54,,12.49,8.74,1.94,4.59,,86,24.61,83.73,43.85,1005.69,,2016,10,24,Monday
2016-10-24,8,7.94,,11.94,10.96,1.98,5.09,,95.88,26.29,78.93,233.8,1006.3,,2016,10,24,Monday
2016-10-24,9,8.18,4.77,19.97,24.74,2.1,4.82,,101.93,28.31,70.88,484.32,1006.73,,2016,10,24,Monday
2016-10-24,10,6.5,,13.7,9.78,1.87,10.45,,110.9,29.54,62.6,671.27,1006.85,,2016,10,24,Monday
2016-10-24,11,6.09,,8.67,2.78,1.77,14.66,,91.23,30.92,56.54,747.28,1006.43,,2016,10,24,Monday
2016-10-24,12,6.38,,9.18,3.1,1.74,18.75,,78.17,31.4,54.38,777.52,1005.44,,2016,10,24,Monday
2016-10-24,13,9.53,,6.65,0.92,1.67,24.16,,158.53,31.9,51.29,712.59,1004.49,,2016,10,24,Monday
2016-10-24,14,9.98,,3.25,,1.67,25.36,,107.87,32.8,48.33,700.71,1003.53,,2016,10,24,Monday
2016-10-24,15,10.77,,7.59,2.87,1.67,25.26,36.88,78,32.84,47.84,511.96,1002.89,,2016,10,24,Monday
2016-10-24,16,8.35,,9.85,4.22,1.66,23.44,,77.41,32.41,46.9,299.5,1002.65,,2016,10,24,Monday
